,title,names,text
15,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Viewed in the lens of the vision provided by the Land Transport Master Plan 2040, the different projects and initiatives begin to complement each other better and the various pieces of the puzzle begin to fit together.  "
16,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,This bodes well for the future of transportation in Singapore and I am sure many of us are excited to see this vision be realised.  
17,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Sir, in terms of rail reliability, after three years of hard work, it appears that we may have turned a corner. The Mean Kilometres Between Failure (MKBF) for the entire MRT network increased from 181,000 train kilometres in 2017 to 690,000 train kilometres in 2018. The latest annual Public Transport Customer Satisfaction Survey showed an improvement in commuters’ satisfaction for MRT rising from 7.5, out of 10, in 2017 to 7.9 in 2018.  "
18,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"There is still much work to be done, with more expansion and renewal work to be done to our MRT system in the pipeline but for now, we can at least look forward to some stability in rail reliability as we continue to strive to improve.  "
19,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"This vision of building an inclusive, efficient and reliable domestic transport network, however, will come at a significant cost.  "
20,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,The ambitious targets outlined in the Land Transport Master Plan 2040 will not come cheap. Minister Khaw had previously shared with this House that the increased maintenance and renewal costs of our Train Systems at SMRT and SBST have resulted in significant losses for both companies in the past financial year.   
21,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,What does this mean for commuters? How will this cost burden affect the affordability of public transportation?
22,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I hope that MOT can share with this House, its plans on how it intends to manage these cost outlays efficiently and without an undue high cost burden on commuters.  "
23,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Sir, our domestic transportation system is, however, not the only focus of MOT’s attention.  "
24,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Internationally, Singapore has traditionally been a trading port which used its strategic location in the region and excellent connectivity to the rest of the world to position itself as an aviation and maritime hub.  "
25,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Over the years, Singapore has managed to create a world class infrastructure and regulatory environment at our port in Keppel and Changi Airport to spur growth in both the aviation and maritime industries. This not only contributed significantly to our budget but also created many jobs for Singaporeans.  "
26,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,These are key industries for Singapore.  
27,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Singapore cannot, therefore, afford to remain stagnant. As of now, we have moved our port from Keppel to Tuas and continue to improve and expand Changi Airport, with Terminal 5 as the next phase.  "
28,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"We have also added the Jewel to Changi Airport. I must confess that before I visited the Jewel in early February this year, I had my doubts about the need for yet another shopping area at Changi Airport, given the shopping opportunities already available at the existing Terminals.  "
29,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Instead, what I found when I visited the Jewel was a beautifully designed garden concept recreational centre which complement the existing Airport and exemplifies our position as a garden city. It will also create many job opportunities for Singaporeans.  "
30,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,The Jewel will certainly be a delight for visitors and Singaporeans alike!  
31,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,We can be rightfully proud to be considered as one of the leading aviation and maritime hubs in the world. But we cannot rest on our laurels.  
32,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"As we move towards the future, we must ensure that our air and sea hubs continue to remain relevant and competitive."
33,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I would, therefore, like to invite the Acting Minister for Transport to share with us, the Ministry’s current and/or future plans on how we can continue to do so and also to address the other issues raised with regard to the future of Transportation in Singapore."
34,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,Question proposed.
35,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Ang Wei Neng (Jurong),"Mr Ang Wei Neng (Jurong): Between the High Speed Rail (HSR) and Rapid Transit System (RTS) between Singapore and Johor, RTS will be more important as it will bring immediate relief to 300,000 people that cross the Causeway and second link on a daily basis. RTS will be able to carry 10,000 passengers per hour and will add capacity of 60,000 users crossing the causeway during peak hours .  "
36,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"RTS will be a people mover and it can significantly reduce the congestion at the Causeway and Second link. Currently, thousands of commuters are stuck in the congestion daily. The waste of time is causing losses in productivity."
37,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"With RTS, we will have less need for a third link. Thus, I will like to ask Acting Minister for Transport, Dr Vivian Balakrishnan, how can we better engage Malaysia to shift the priority to RTS? What is the status of the RTS discussions now? Meanwhile, I will like to wish Minister Khaw Boon Wan a speedy recovery. "
38,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"With regard to Malaysia’s dispute with Singapore over the port limits, it has been nearly five months since Malaysia decided to expand its port limits into Singapore’s territories, which we disagree with. There seems to be no resolution yet. How would this affect the viability of our new Tuas port? What does it actually mean to us when waters within the port limits are not clearly defined? What impact would this have on Singapore’s maritime security in the short run and medium term? "
39,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"With regard to Malaysia’s dispute with Singapore over the usage of the Instrument Landing System (ILS), how would it affect the viability, safety or amount of air traffic which our new Seletar Airport can handle? What options do we have? "
40,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Pritam Singh (Aljunied),"Mr Pritam Singh (Aljunied): Chairman, discussion about the Singapore Flight Information Region (FIR) has come under the spotlight again, and in recent times, particularly with Malaysia’s intention to impose a military training area above Pasir Gudang, including its announcement to, I quote, “take back”, unquote, parts of the Singapore FIR from our management. Some quarters in Indonesia have similarly lobbied to reclaim sovereignty of the Singapore FIR over the Riau Islands for several years now. "
41,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Sir, FIR management is fundamentally about providing smooth and efficient air traffic control services with aviation safety being the topmost consideration, not sovereignty. Singapore has been known internationally to manage its FIR efficiently and impartially. Realigning parts of the Singapore FIR to mirror territorial boundaries would risk creating a severely fragmented airspace around Singapore with serious aviation safety risks for all users. With six airports including international airports in Johor, Batam and Bintan within 50 nautical miles of Singapore, a fragmented FIR will raise the risk of mishaps and accidents.  "
42,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"How does the Ministry currently manage flights bound for international airports in close proximity to Singapore, both inbound and outbound, and have our neighbours raised any issues with our management of the Singapore FIR thus far?"
43,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I would also like to seek an update on the Ministry's initiatives to better manage our airspace. Some years ago, a Centre of Excellence Air Traffic Management Fund of $200 million was set up. What has been the draw-down rate of this fund and what other measures does the Government have lined up to ensure that the Singapore maintains its status as a premier FIR manager. What has been the Government's experience working together with the UN weather agency, the World Meteorological Organisation since its establishment in Singapore in 2017 in benefiting the weather-sensitive aviation sector towards aviation safety? Finally, can the Ministry provide an update on the use of space-based very high frequency (VHF) communications for air traffic management in the Singapore FIR?"
44,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Assoc Prof Walter Theseira (Nominated Member),"Assoc Prof Walter Theseira (Nominated Member): Chairman, MOT’s operating expenditures have risen quickly. This year’s budget projects operating expenditure just above $2 billion, up from less than $1 Billion a few years ago. Public transport services have benefited. In 2017, the Public Transport Council (PTC) reported that 94.5% were satisfied with public transport, significantly up from earlier years."
45,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"However, I am concerned that efficiency has suffered even as quality has improved. Based on data from LTA, under the Government Contracting Model (GCM), the fares we pay for buses only cover half of the operating costs today. Before the GCM, bus operators generally had fare revenues within a few percentage points of operating costs."
46,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"A similar story applies for train operations. Rail fare revenue was sufficient to cover operating costs, until recent years where losses have mounted due to maintenance expenditures. For the future, the Minister for Transport has said that fares may cover less than half of the operating expenses of the Thomson-East Coast Line."
47,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Chairman, there is a difference between public transport operations and fully private transport markets. In the private airline market, passengers buy the ticket that suits their needs. They choose based on price, value, convenience. Passengers do not buy business class if what they really want is economy."
48,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"But in public transport, we make these decisions for commuters, using public funds. The good thing is, we can give all Singaporeans high quality public transport even if the private market would not cater to them. But we have to be careful that we do not overpay for services that are not valued by the commuting public."
49,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I urge the Ministry to outline a comprehensive strategy for ensuring we have both value for money and high quality in public transport operations. For buses, at the operational level, what can we do, using route design, schedule optimization, and new technology such as on-demand services, to improve efficiency? On the strategic level, how are we evaluating the GCM and the contracting environment to improve competitiveness in tendering? For rail, can we make further use of time of travel shifting measures – such as peak and off-peak fares – to reduce costly excess capacity?"
50,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Most importantly, how can we engage the fare-paying public to give them a role in determining what services they value and what they do not want to pay for?"
51,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Dennis Tan Lip Fong (Non-Constituency Member),"Mr Dennis Tan Lip Fong (Non-Constituency Member): Since my Adjournment Motion speech on 15 January 2019, train delays are still taking place. For example, a train fault at Marsiling MRT station during the morning rush hour on 22 January 2019, lasted an hour, causing delays for commuters travelling in both directions. Just yesterday, there was a train fault on Downtown Line during the morning rush hour. Mr Chairman, more can still be done to minimise train delays of any lengths. Please allow me to revisit some of the points I made in my earlier Adjournment Motion speech."
52,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Mean Kilometers Between Failure (MKBF) has been much talked. However these MKBF statistics while an internationally recognised indicator for rail reliability does not include delays of not more than five minutes. The Ministry has been silent about keeping track of the many delays of not more than five minutes. Delays whether long or short, have potential ripple effects that can snowball, meaning that these train delays affect other activities and constitute an economic costs to all involved. Singapore must continue to drive reliability, even higher. And as I have argued previously, we need to go beyond the current MKBF metrics in our reliability measurement approach. "
53,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The Network Capacity Factor (NCF) continues to be of concern. With rail capacity expected to double by 2030, the NCF will no doubt, be only rising, and help contribute to future, rising fare prices. We should review this. We must also pay close attention to the impact of such fare hikes on vulnerable groups."
54,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"We need to enhance service quality including better punctuality for trains as well as more accurate and timely displays of trains delays. We also need to ensure better monitoring of service quality including through independently measured service quality experience by customers that could be affected in PTC's fare review formula, which is currently not the case."
55,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,The profitability of Public Transport Operator (PTO) should also be a factor in the PTC's fare review formula. The current productivity Extraction Factors should be redefined to account for PTO's profitability. Accounting for profitability will be more equitable for commuters. Retail operations from Operators will not be profitable without the infrastructure it operates in. Mandating the level of profits from retail operations to be added to the Railway Sinking Fund and the Rail Infrastructure Fund will move us towards a more equitable development of rail infrastructure in the long-term. Similar mechanisms can be done for bus infrastructure too.
56,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Finally, as per my Budget debate speech, I am concern as to how the huge increase in diesel excise tax will have implications for our commuters and fares. Most taxis and public buses are still running on diesel; and conversion to hybrid or electric options will still take quite a few more years for the taxis and even longer time for the buses. The short-term rebates will likely not be enough to stop Operators passing the costs to consumers. Since the Government did not push for the conversion to start earlier, it should give more reasonable timelines for bus and taxi companies to convert to to hybrid or electric options fully before applying the tax increased. "
57,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"If the Government truly believes in environmental conservation, it should attend more to the electric vehicle and charging stations availability side of the equation. To focus minds on this agenda, I echo my colleague, Leon Perera's call for the Government to set future dateline for a total fossil fuel vehicles banned, like what the United Kingdom and France has done. Perhaps that is the longer term approach that Singapore can take to mitigate environmental concerns."
58,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Arasu Duraisamy (Nominated Member),"Mr Arasu Duraisamy (Nominated Member): Chairman Sir, I would first like to declare my interest as the General Secretary of Singapore Port workers union and also a member of Public Transport Council (PTC). Tuas South is currently being developed for existing and new businesses. Businesses such as the Tuas Mega Port, Shipbuilding industry, Biomedical Park, Electronics firms, Logistic and cold chain companies, Petrochemical companies among others. These are mainly companies with decent pay, decent work environment and some even utilising the state of the art technologies. These are good jobs. Jobs we want Singaporeans will be gainfully employed in. The challenge is: how do we attract Singaporeans to go there to work. "
59,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I recalled in our early years of industrialisation, the Government faced the same but different challenge. Enticing Singaporeans to take up employment in the Jurong Industrial Estate was also no easy feat; despite high unemployment then. Besides building public housing in Jurong, one of the things done then was to develop a public transport system to facilitate Singaporeans from other parts of the country to commute to work daily. Hence the comprehensive shuttle and trunk services; in addition to company-provided transport."
60,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"What about Tuas South? As it is, the area is rather remote to most Singaporeans. In terms of accessibility, Malaysian workers have it better compared to the locals, due to the proximity of the Tuas Second link. The nearest MRT station is Tuas West station. The distance from Tuas West station to Tuas Port Terminal Phase 1 is approximately 12 km to 13 km, with a travelling time of about 20 minutes. Currently, there is one feeder bus service from Tuas Bus Terminal serving Tuas South Ave 14. Taking a train from Ang Mo Kio to Tuas West Station, the travelling time is about 65 minutes, not factoring the time taken to travel from home to station and station to the work area. The duration is no means short for the workers who have to commute daily. "
61,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Such long distance will deter Singaporeans staying in the northern, eastern and central areas from wanting to work in Tuas South. I understand employers had a hard time getting local Singaporeans to work in Tuas area. With the companies providing transport the situation was slightly better, and it improved with the opening of the Tuas West extension line. I encountered a similar situation when the port moved to Pasir Panjang, and the workers had some challenge when transferred to the new terminals, till the opening of the Circle Line. Readily available public transport, especially our MRT train services, is a critical factor to be considered to facilitate Singaporeans to work in Tuas South area, notably when the area is being developed to provide good employment opportunities."
62,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"While businesses might provide transport for their workers, not all might do so. Singaporeans will use other means to travel to work in order to save time, and this poses a risk, especially travelling, long distance after completing the graveyard shift. Sir, I have handled cases of Malaysian union members who were involved in fatal traffic accidents after commuting from their home or while heading back home after work. Fatigue was one of the reasons. "
63,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Having to commute daily to work for more than 90 minutes back and forth can take a toll and certainly not what we want to subject our fellow Singaporeans to. I would humbly request the Minister of Transport to do a feasibility study on building an MRT line to Tuas South. This line can run via Jurong island as there is also a need for transport for workers working over there. If LTA aims to ensure the maximum of 45 minutes of travelling time between one’s home and work at Shenton Way, I do not see why the Government cannot consider it for workers working in an area where the future of work is."
64,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"There is no denying, that the cost of building and operating an MRT line will be high and there is always an issue of ridership, at least till the place is fully developed and bustling with activities. Nevertheless, I humbly believe it is a chicken and egg problem. Without easy accessibility to an efficient public transport, Singaporeans will find it challenging take up employment in Tuas South. Businesses will find it difficult to expand or gear up their activities due to human resource constrains. Hence the ridership may not reach the so-called optimal number. "
65,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Surely when we first embarked on industrialisation in Jurong town, ridership was not the top priority or consideration when developing the transport system. It was about providing a public transport service to facilitate Singaporeans seeking employment in Jurong. For the same reason, I urge the Government to continue to do likewise and ensure every Singaporean who takes up employment in Tuas South area can do so with a safe, comfortable and efficient transport service. It is not only about the companies and businesses in Tuas South. It is about every worker and “Every Worker Matters”."
66,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),The Chairman,"The Chairman: Ms Low Yen Ling, you can take your two cuts together. "
67,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),The Senior Parliamentary Secretary to the Ministers for Education and Manpower (Ms Low Yen Ling),"The Senior Parliamentary Secretary to the Ministers for Education and Manpower (Ms Low Yen Ling): Thank you, Chairman. Chairman, today we have about 228 km of rapid rail tracks, a growth of 14% from 2017. Ridership has risen by over 5% to 3.5 million rides taking place on the MRT and LRT each day. More than 7.5 Million commuters use the bus or train each day and that is a jump of almost 4% from 2017."
68,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,I would like to thank and commend the hard work and perseverance of MOT and LTA for all the improvements that they have made to our transport network and train connectivity. The Ministry constantly seeks to better understand commuters and plan our transport systems for future needs.  
69,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Recently, it released the Transport Master Plan 2040 which had sought more than 7,000 views from the public on what they valued in their travel. According to the surveys, commuters prized convenience most, followed by connectivity and fast travel time. Proximity to bus stops and MRT stations, as well as ease of transferring from one transport mode to another also featured prominently in the feedback. "
70,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"As a result, LTA released its latest transport goals that envision healthy and safe 20-minute towns and a 45-Minute City for Singapore by year 2040. In line with this, the Advisory Panel for the Master Plan made these recommendations:"
71,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"(a) To offer commuters more public, active and shared modes of transport;"
72,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"(b) To develop a more inclusive transport system for families, elderly and persons with disabilities (PWDs); and"
73,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,(c) To create journeys for healthier lifestyles and a more liveable Singapore.
74,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"We welcome all these goals and hope that the aims of the 2040 Master Plan will translate to a change in status for the currently under-served Hume area. Without an MRT station, the Master Plan can only be a dream for the residents staying in and around Hume. Just like the survey respondents, Hume residents too place top value on convenience, connectivity and shorter travelling times."
75,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," However, the residents staying in and around Hume are presently caught in a long 2.6 km un-served stretch of tracks between Hillview MRT Station and Beauty World MRT Station. This distance of 2.6 km is more than double the average 1.1 km found between most train stations. Each time a Hume resident wants to take the Downtown Line, it entails a detour backwards to Hillview or to Beauty World, or a squeeze onto the crowded buses at peak hours."
76,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," Travelling times are currently far from ideal. For example, to get to Hillview MRT station, Hume residents need to ""backtrack"" in their bus routes, and peak hour travel could mean longer waiting times. Residents heading to town via Beauty World MRT Station are often subject to an extended wait because most buses plying Upper Bukit Timah Road are full by the time they reach Bukit Gombak. Residents could spend 15 minutes or more before being able to squeeze up a bus, and this really means that the vision of a 45-minute city is really beyond their reach."
77,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," Hence, I would like to strongly urge MOT/LTA not to leave Hume out of the new Master Plan. Build the MRT station now at Hume, so that the residents there can have a chance to be part of the new transport goals."
78,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," With an MRT station at Hume, residents will be placed on track the new Master Plan. With seamless multi-modes of transport, their travel times will be reduced. Children and elderly residents, as well as residents with disabilities, would be able to enjoy safer travels with an inclusive train transport system, right from their estate."
79,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," Constructing the Hume MRT station will create journeys that promote healthier lifestyles – one objective of the new Master Plan – and a more liveable Singapore. This is a key objective of the Master Plan. A new MRT station in Hume will certainly bring the people closer to the planned Rail Corridor. The development has historical significance and plenty of recreational potential. It has eight distinctively-themed stretches along its 24 km-long Corridor and 10 community nodes offering differentiated experiences. So, I was very heartened to hear Minister Desmond Lee's update during MND COS yesterday to know that the former Bukit Timah Fire Station will be developed into a visitor centre and a recreational node. We have been broaching on the ground in Bukit Gombak with MND, URA on this possibility and I am very happy that Minister Desmond Lee shared that this will come to fruition in the former Bukit Timah Fire Station soon."
80,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Now, by providing access to the historical site, Hume MRT Station will strengthen the residents' sense of local identity and enhance Singaporeans' appreciation of our past in that belt. So, we hope that the Ministry will see different possibilities that an MRT station in Hume can offer."
81,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Today, rail stations have the potential to become destinations and lifestyle centres that blend commuting with exercise, community with recreation, and actually community with even understanding history. People are increasingly using stations not just as a transport node, but also as places for leisure and social activities."
82,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"For example, the iconic New York Grand Central Terminal and London’s St Pancras Station. They are crowd pleasers; they draw a lot of traffic to those stations with their history, architecture, shopping and also dining choices. With the Rail Corridor in its backyard, Hume MRT station can eventually evolve into an exciting node promoting healthy lifestyles and a highly liveable Bukit Gombak in South West district."
83,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," Chairman, as I have illustrated, we have a strong and also a compelling case for building Hume MRT station. I strongly urge MOT and LTA to consider making investments in transportation that has widespread benefits. When transport systems are efficient and under-served gaps are being closed, they can provide social and economic opportunities that lead to positive multiplier effects in that area. For example, higher footfall or even tourism, new businesses, and also healthier and better lifestyles. Conversely, when transport systems are lacking, they lead to reduced or missed opportunities, and can lead to lower quality of life."
84,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," In fact, in the last seven years – this is the eighth year I am making a case for Hume MRT station – and I remember last year, Transport Minister Khaw Boon Wan – we all wish him a speedy and smooth recovery – had responded to me in Parliament last year with the kind assurance that the Ministry is committed to opening Hume MRT station in good time and in pace with potential growth in ridership and development of the Hume area. Now with plans for the development of the Rail Corridor, the former Bukit Timah Fire Station, LTA’s vision of a 45-minute city, the time has come now to approve the construction of Hume MRT station and translate the hopes of the residents staying in and around Hume into reality."
85,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Chairman, like many urban cities, we constantly face the challenges of growing transport needs and development, as well as physical space constraints on our island-state."
86,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," In Bukit Gombak, we have benefited from MOT and LTA’s plan to create a people-centred transport system in Singapore. Since the Downtown line started a few years back, our residents’ travelling time into the city has been reduced significantly. Commuting is now more pleasant than before. The provision of covered walkway around our constituency has enhanced our journeys and last mile connection. In fact, some of the residents said they leave their car at home and take the train during the weekday to work. "
87,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I wish to register my heartfelt appreciation and gratitude to the MOT and LTA for their hard work and patience in listening to all our transport requests. The numerous site visits and discussions have indeed resulted in improving the commuting experience in Bukit Gombak. Through the years, we have improved our roads and walkways, as well as introduced new bus services."
88,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," The 1,066 metres of covered walkway on one side at Hillview Avenue, from Hillview Park all the way to Hillview Green and now extending to Lam Soon Building, has served our residents well. However, residents staying on the opposite side of Hillview Avenue, from Hillview Peak all the way to Hillview Crescent, they are feeling the heat, especially now, in their commute to the bus stop or as they walk up to Hillview MRT station. We hope LTA would consider extending the last mile connection to these residents with the construction of a sheltered walkway."
89,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Secondly, residents from Keat Hong Colours, and this is a new BTO estate, are having to travel a greater distance to their nearest bus stop since Bus Service 308 was replaced by the route of Bus Service 991. As a result of this change in bus service, residents no longer have a direct link to Chua Chu Kang MRT station and bus interchange, as well as important amenities like the Choa Chu Kang Polyclinic, Teck Whye Shopping Centre and nearby markets. "
