,title,names,text
64,ROAD TRAFFIC (AMENDMENT) BILL,,"Mr Speaker, I would now like to address the second measure – lengthen the licence suspension period for serial offenders. We propose to amend the RTA to allow Traffic Police to suspend an individual’s licence for up to five years – from up to three years currently. To put this in perspective, the upper scale of the suspension applies to very serious serial offenders. For instance, with the change, motorists who are facing their sixth suspension, which is equivalent to accumulating demerit points from at least seven red-light beating offences in a short span of time, will have their licence suspended for four years. Those who are facing their seventh or more suspension will have their licence suspended for five years. As you can see, these are recalcitrant offenders who are a real danger on the roads to themselves, to other motorists and road users. Subsidiary legislation will be prescribed to stipulate the length of the suspension period based on the number of previous suspensions. That there are drivers who have been slapped with six or more suspensions may sound unbelievable, but I assure you, it is not unheard of. In 2018 alone, there were seven such motorists. "
65,ROAD TRAFFIC (AMENDMENT) BILL,,"I now move to the third measure – revoking all of an individual’s probationary licences, as long as any one of them is revoked. At present, under certain circumstances, a motorist may continue to hold probationary licences for other vehicle classes even though one of his probationary licence has been revoked. "
66,ROAD TRAFFIC (AMENDMENT) BILL,,"This is a gap that should be addressed. Traffic Police expect a motorist to take extra care to drive safely when he is on probation, given his relative inexperience. If he breaches the demerit point threshold for any of his probationary licences, for the safety of other road users, he should no longer be allowed to drive any vehicle for which he holds a probationary licence."
67,ROAD TRAFFIC (AMENDMENT) BILL,,The fourth measure is to allow the Courts to consider past compounded road traffic offences as an aggravating factor for the purpose of sentencing a person convicted of a road traffic offence. A person’s record of compounded offences is a useful indicator of his driving behaviour. 
68,ROAD TRAFFIC (AMENDMENT) BILL,,"Mr Speaker, MHA would also like to make three other amendments. "
69,ROAD TRAFFIC (AMENDMENT) BILL,,"The first pertains to the definition of animals, and the obligations of motorists when accidents involving animals occur. The current definition of animals, which is restricted to an exhaustive list of farm animals such as cattle, horses and dogs, is archaic and not relevant to our context. We will remove this definition, and instead will rely on the general definition of the word."
70,ROAD TRAFFIC (AMENDMENT) BILL,,"Motorists will be obliged to stop their vehicle, only if it is safe to do so, and render any necessary assistance in accidents involving animals in two scenarios. "
71,ROAD TRAFFIC (AMENDMENT) BILL,,"First, if the body of the animal or carcass is a road safety hazard, motorists should take steps to alert other road users to the obstruction. For example, in road accidents involving wild boars, the carcass is likely to result in some obstruction to vehicles. "
72,ROAD TRAFFIC (AMENDMENT) BILL,,"Second, if there is reasonable belief that the animal may have an owner, motorists should make attempts to inform the owner or the Police, for example, in road accidents involving dogs that are wearing a collar."
73,ROAD TRAFFIC (AMENDMENT) BILL,,"Mr Speaker, the second amendment pertains to physical driving licences. Today, Traffic Police no longer rely on physical licences to ascertain an individual's driving qualifications. Traffic Police can access this information back-end, using an individual’s NRIC and date of birth."
74,ROAD TRAFFIC (AMENDMENT) BILL,,"Therefore, as part of the effort towards digitisation, TP plan to issue physical driving licences to motorists only upon request. Hence, we will amend the RTA to remove existing requirements for individuals to surrender their physical licences, if they do not have one."
75,ROAD TRAFFIC (AMENDMENT) BILL,,"The third amendment pertains to the penalties for riding without a helmet. At present, section 74 of the RTA subjects motorcyclists and pillion riders who do not wear helmets to a fine of up to $200. This penalty is less severe than those of other similar offences in the RTA such as failing to wear a proper seat belt or making an illegal U-turn, which attract a jail term of up to three months and a fine of up to $1,000. We will raise the penalties for riding without a helmet to the same level. "
76,ROAD TRAFFIC (AMENDMENT) BILL,,"Mr Speaker, the amendments I have outlined will complement the enhanced criminal penalties against irresponsible driving, as well as our overall strategy towards road safety. This Bill will make our roads safer, by increasing deterrence against irresponsible driving. Thank you."
77,ROAD TRAFFIC (AMENDMENT) BILL,Mr Speaker,Mr Speaker: Mr Christopher de Souza.
78,ROAD TRAFFIC (AMENDMENT) BILL,Mr Christopher de Souza (Holland-Bukit Timah),"Mr Christopher de Souza (Holland-Bukit Timah): Sir, when a person drives, he or she is in charge of something very heavy and very powerful: able to barrel down the street at great speed. But the road is shared among many users; road conditions dynamic. Dangerous or careless driving puts the driver's own life at risk and pedestrians crossing the road or walking on the pavement at risk. Their actions leave a lasting impact on the victims' lives, their families and even sometimes their own lives."
79,ROAD TRAFFIC (AMENDMENT) BILL,,"In May 2018, a driver looked down briefly, veered towards the right, mounted a kerb, colliding into the centre median, a sign and a couple of railings. The accident left his passenger tetraplegic and bedbound, a condition likely to be permanent. In June 2018, while en route home to Singapore from Malaysia, a family got into an accident. The parents passed away from the accident, leaving behind two young children. In June 2014, a five-year-old boy had to spend more than 100 days in hospital and was permanently paralysed on the right side of his body after a delivery driver failed to keep a proper look-out or a safe distance on the expressway."
80,ROAD TRAFFIC (AMENDMENT) BILL,,These real life stories drive home the importance of driving responsibly.
81,ROAD TRAFFIC (AMENDMENT) BILL,,This Road Traffic (Amendment) Bill prevents and deters road traffic offences as well as calibrates the punishment to achieve a more accurate form of justice in the particular situation.
82,ROAD TRAFFIC (AMENDMENT) BILL,,"Allow me, Sir, before I move on to other aspects of the Bill to also speak up on behalf of drivers and pedestrians. PMDs travelling fast and recklessly, sometimes dart out onto the road from pavements. Such a startling appearance on road crossings causes immense danger to the drivers of vehicles and other road users, and can cause death or serious injury."
83,ROAD TRAFFIC (AMENDMENT) BILL,,"Pedestrians too suffer at the hands of reckless PMD users. So, while the focus of this Bill, which I support, is to make driving more safe, I hope the authorities and the Courts can consider the serious role of reckless PMD users in causing accidents on our roads and on our pedestrian or road crossings. That should reduce the culpability of the driver of the vehicle."
84,ROAD TRAFFIC (AMENDMENT) BILL,,"The other concern I have, before going in particular the details of this Bill, is about turning into a road where the traffic light is green, while at the same time a green man allows a pedestrian to cross the same road. The presence of a green light and a simultaneous green man can cause confusion and accidents can happen. To avoid such confusion, would the rules allow for a green arrow to be coupled with a red man, or a green man to be coupled with a red arrow? This will make the road safer for drivers and pedestrians, if needed this is possible and the traffic flow allows for such permutations."
85,ROAD TRAFFIC (AMENDMENT) BILL,,"Sir, this Bill prevents further road traffic offences by providing for disqualification for longer periods and for more offences in clauses 13, 14 and 17. Such offences include certain instances of dangerous driving, driving without due care and drink-driving. There are also longer suspension periods under clause 8. In particular, the new section 46(2)(b) also allows a licence to be suspended after the person completes a prescribed course on safe driving. This prevents further road traffic offences not just by taking the driver off the road for a certain amount of time but also by correcting certain driving practices."
86,ROAD TRAFFIC (AMENDMENT) BILL,,"In relation to disqualification periods, is there supposed to be a difference between how the new section 65(6) and the new section 64(2D) operates? The words of both proposed sections are the same but the relevant paragraphs in the explanatory statements are different. The second paragraph on clause 13 in the Explanatory Statement states that the disqualification periods ""serve as a guide to the court as the court retains discretion whether to order the disqualification or depart from what is in the section."" On the other hand, the second paragraph on clause 14 says that ""Under the amended section 65, a court that convicted a person of an offence under subsection (1) must in certain cases order that the person be disqualified from holding or obtaining a driving licence for a period starting on the date of the person's conviction, or the date of the person's release from prison."" Would the Minister or the Senior Parliamentary Secretary kindly clarify how these proposed sections would operate?"
87,ROAD TRAFFIC (AMENDMENT) BILL,,"Disqualifications do not just prevent future traffic offences, they also deter potential traffic offences from happening. This second theme of the Bill can also be seen in enhanced punishments and the forfeiture of vehicles."
88,ROAD TRAFFIC (AMENDMENT) BILL,,"One of the crimes that has enhanced punishment is section 67 driving under the influence of drugs or alcohol. Every month for the first nine months of 2018, one person lost his or her life to an accident related to drink-driving. Although the number of persons arrested for drink-driving decreased by 3.7% in 2018 compared to 2017, if I am not mistaken, the number of drink-driving accidents increased by 17.3%, with the proportion of motorcyclists increasing by 51.3%. Under clause 17, the punishment for drink-driving is roughly doubled. Instead of a minimum period of 12 months disqualification, the amended section 67(2) provides for two years for a first offender and five years for repeat offenders. The new section 65AA under clause 15 also provides for forfeiture of the vehicle in certain circumstances, such as where the driver was drink-driving and whose reckless driving or driving without due care caused death or grievous hurt."
89,ROAD TRAFFIC (AMENDMENT) BILL,,"Besides ensuring that there is sufficient deterrence against drink-driving, we should also ensure that the victim of a drink-driving accident can obtain compensation. When I asked the Minister for Transport in October last year during a Parliamentary Question, the reply was ""Insurance policies cannot be restricted from paying out for such liabilities incurred from drink-driving."" However, at least some motor insurance policies have exemption clauses that say that the insurance company ""shall not be liable in respect of: 1. Any accident, loss, damage or liability caused sustained or incurred:… (b) whilst any Insured Vehicle in respect of which indemnity is provided by this Policy is: …(iii) being driven by the Policyholder or by any person on the order of or with the permission of the Policyholder whilst under the influence of intoxicating liquor or drugs."""
90,ROAD TRAFFIC (AMENDMENT) BILL,,The victim in drink-driving accidents are put in a hard position as the drink-driver may not have enough money on hand to pay the victim. This would be exacerbated if the drink-driver’s vehicle is forfeited under clause 15 of this Bill as the drink-driver would be less able to secure a loan. I am not saying that you should not forfeit the vehicle. I am in favour of forfeiting the vehicle. My concern is for the victim of a drink-driving accident being compensated.
