,title,names,text
24,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I am sure that we will continue to encounter further difficulties and problems as we move forward, just like what we encountered in the generation before us. We overcame them then, and I have full faith that Minister Khaw and our Transport team, together with our cohesive support of Singaporeans, will overcome them now."
25,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Naturally, due to the various issues and recent lapses, some Singaporeans might have lost some faith in our transportation system. I think we can all empathise. It is understandable. But, as I have said earlier, we will improve and we will do better."
26,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Transport is an indelible part of the everyday life of Singaporeans. On any given day, Singaporeans potentially utilise and come into contact with private-hire cars, taxis, buses, the MRT, PMDs, e-bikes, cyclists on bikes and shared bikes. Any combination of the problems and difficulties faced is likely to cause unpleasant experiences for many people on a daily basis."
27,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,It is therefore important that the Government co-opt and communicate effectively with Singaporeans on the vision of our transportation landscape for the future. It is imperative that the Government and Singaporeans work together to leverage on new technologies to its fullest and work hand in hand together to overcome any difficulties and problems we face as we continue to build a first class transportation network for Singapore.
28,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"In conclusion, I invite Minister to share with us the Ministry’s current and future plans to holistically address the issues of and arising out of new technologies and the rapid changes affecting the transportation industry."
29,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),The Chairman,The Chairman: Mr Pritam Singh.
30,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Pritam Singh (Aljunied),"Mr Pritam Singh (Aljunied): Chairman, Sir, the move in October last year to remove the car and motorcycle growth rate factor from the supply formula that has been in place since 1990 is a signature transport policy development of this Government."
31,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The previous Transport Minister, Mr Lui Tuck Yew, had indicated that some growth in car numbers was required to meet the aspirational needs of car-owing Singaporeans. This position has now changed. In line with the Government’s move towards a car-lite Singapore and the newly implemented zero-growth car and motorcycle policy, these changes have also provided new opportunities to review fundamental assumptions, beliefs and policies towards vehicle ownership in Singapore."
32,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Decades ago, Mr Lee Kuan Yew revealed that Singapore’s water security made every other policy bend at the knee. Today, raising the TFR is important, if not critical for Singapore. To this end, is there scope to significantly tweak the COE system to support families with two or more Singaporean children with rebates, for example? Smaller families have added mobility needs that are particularly acute when children are young – from birth to around 12-16 years of age. No doubt, there are some families with young children who may not need a car. But each family’s circumstances can be very different."
33,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The Government has tried to raise TFR by offering a slew of incentives. However, the zero car-growth policy which kicked in last month also provides opportunities to review the current COE system and to assess how it can be updated to support other national objectives such as population replacement. Would the Ministry look into this prospect to support families with young children in particular?"
34,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"In parallel, COE growth for motorcycles has also been frozen. However, many Singaporeans who own motorcycles are our low-income citizens, some of whom also use motorcycles for business. For example, couriers and delivery personnel. In light of a zero-growth policy for motorcycles as well, would the Ministry explore a cap on the maximum bidding price of a motorcycle COE, particularly if it is to be used to own a Class 2B motorcycle? "
35,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),The Chairman,"The Chairman : Mr Melvin Yong. You have six minutes, you have two cuts."
36,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Melvin Yong Yik Chye (Tanjong Pagar),"Mr Melvin Yong Yik Chye (Tanjong Pagar): Thank you, Mr Chairman. First, I declare my interest as the Executive Secretary of the National Transport Workers' Union."
37,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The introduction of the Bus Contracting Model (BCM) has transformed our public bus industry and professionalised the job of bus captains. BCM has benefitted bus captains tremendously, as they now earn salaries that are almost equal to the national median wage, and enjoy better benefits and working conditions. New bus depots and interchanges are now designed with the welfare of our bus captains and station staff in mind, and these are very much appreciated by our bus workers."
38,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Mr Chairman, BCM did not just benefit bus captains. It has benefitted commuters too. The PTC’s latest survey on commuter satisfaction has shown that a record 96.7% of commuters are happy with our public bus services. Under BCM, public bus operators are incentivised for good service reliability and reduced bus bunching. Can MOT provide an update on the performance of the respective public bus operators? Have they met their KPIs under BCM? Are there any plans by LTA to further tighten these KPIs? How much incentives have been paid out to the operators since the introduction of BCM?"
39,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I ask because ultimately, the ones who are tasked to fulfil these KPIs are our bus captains. With BCM, our bus captains have had to adapt to new performance indicators – and this has added new pressure to an already challenging job. Fatigue can occur in all industries but numerous studies have focused its effects on shift workers and drivers, and our bus captains are both shift workers and drivers. The union hopes to have the support of LTA and our public bus operators to conduct a joint fatigue study of our bus captains. This would allow us to identify stress points and work together on early interventions."
40,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Another key reason behind the high commuter satisfaction in bus services can be attributed to the Bus Service Enhancement Programme, which saw the injection of 1,000 new buses over the past two years. However, the existing bus depots and interchanges, especially the older ones, were not designed to accommodate the increased number of buses. Can MOT provide an update on the plans for new depots and interchanges, and if there are any plans to upgrade existing ones? I do hope that LTA will continue to work with the union to factor in worker-centric designs when building new bus facilities or upgrading the old ones."
41,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"To drive these new buses, the operators hired hundreds of new bus captains who are trained at the Singapore Bus Academy. Can MOT share the number of locals who have joined the industry as bus captains after the introduction of BCM?"
42,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," Since its inception, the Academy’s focus has been on foundational courses for new bus captains. With the conclusion of BSEP, it is unlikely that we would see a large influx of new bus captains in the coming years. With the recent launch of the Land Transport Industry Transformation Map (ITM) and the risk of displacement from autonomous vehicles, it is timely that we now cast an eye to the future of the industry. Are there any plans by the Academy to develop new training programmes focused on up-skilling existing bus captains? The National Transport Workers’ Union stands ready to work with our tripartite partners to co-develop programmes to future-proof our bus workers."
43,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Our MRT system sees about 3.1 million rides a day, and maintaining a high standard of rail reliability is crucial to keep Singapore and Singaporeans moving. In the latest survey by the Public Transport Council (PTC), customer satisfaction in overall public transport dipped for the first time in four years, mainly due to major MRT incidents in 2017. It is imperative that we continue to improve rail reliability to regain the public’s trust in our rail system."
44,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,LTA had identified five major upgrading projects to overhaul our ageing MRT lines. These are multi-year projects which would extend to 2024. Can MOT provide an update on the respective major rail improvement projects?
45,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Engineers from DSTA and LTA have recently been seconded to SMRT to bolster its rail reliability regime. With the major rail improvement projects on-going, and the construction of new rail lines such as the Thomson–East Coast Line, does MOT have plans to increase the number of rail engineers and maintenance staff to ensure rail reliability, both in the short and long term? Are there any plans to work with our schools and Institutes of Higher Learning to ensure that we have enough rail engineers for the future?"
46,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"To facilitate the rail upgrading works and allow for longer maintenance hours, we have implemented shortened train operating hours on stipulated days. This has benefitted our rail engineers and maintenance staff. Can MOT provide an update on the effectiveness of the Early Closure and Late Opening (ECLO) on rail maintenance work? Would ECLO become a permanent feature in our rail operations moving forward? To accommodate ECLO with minimal disruption to the public transport services, public bus drivers have been redeployed to operate shuttle services during ECLO periods. Are there any plans to hire more bus drivers for such shuttle services?"
47,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),The Chairman,"The Chairman : Miss Cheng, two minutes for both your cuts. "
48,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Miss Cheng Li Hui (Tampines),"Miss Cheng Li Hui (Tampines): With the recent announcement of North East Line, Sengkang and Punggol LRTs to move on to the New Rail Financing Framework (NRFF) on 1 April 2018, LTA has successfully completed the transition of all MRT and LRT lines to NRFF."
49,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Under NRFF, LTA will be the owner of all rail operating assets which allows LTA to build up, replace and upgrade the assets in a timely manner. In return, the rail operators can then focus on providing reliable and well-maintained rail services for commuters."
50,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"This framework has distinctly segregated the roles and responsibilities of the Government and the rail operators into (i) asset renewal and (ii) operation and maintenance. However, given that there were past incidents of rail operators’ negligence in carrying out maintenance works, this leads to a question on whether there are existing provisions to ensure that rail operators will always remain committed in maintaining and investing in the rail network."
51,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Under today’s fare review framework, the allowable public transport fare adjustment is based on a formula that is pegged to macroeconomic factors such as core Consumer Price Index, Wage Index and Energy Index, which track inflationary price changes."
52,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"For the last few years, we have seen significant expansion in the capacity of our public transport network through the introduction of more new buses and trains, bus services and rail lines. However, the additional operating costs were clearly not captured in our current fare formula setup. As a result, operating costs have increased drastically while fares have lagged behind for the last few years. This needs to be urgently addressed for a more sustainable public transport system and to prevent increasing burden on taxpayers."
53,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Given that operating costs have increased drastically, it is surprising to see the Public Transport Council (PTC) has granted three consecutive fare decreases. With regard to this, I would like to understand why fare decreases were granted, despite significant operating cost increases for the last three years? "
54,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),The Chairman,"The Chairman : Ms Low Yen Ling, nine minutes. Not present. Mr Ang Hin Kee."
55,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Ang Hin Kee (Ang Mo Kio),"Mr Ang Hin Kee (Ang Mo Kio): Mr Chairman, in 2013, the Land Transport Masterplan visualised a people-centred land transport system by 2030 and to have 75% of all peak-hour journeys to be made on public transport. Are we on track to meet this target as at 2017? Will the Ministry be able to give a breakdown of the mode share distribution of our train, bus, taxi and private hire cars in 2017?"
56,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"What is the likely breakdown by the different public transportation mode come 2030? The Transport Minister also recently unveiled the Land Transport Industry Transformation Map (ITM) where we will leverage emerging technologies to deliver a transport system that is safe, efficient, reliable and comfortable for commuters. One such technology is autonomous vehicle (AV) which has great potential to change the way we commute."
57,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"We started AV trials back in 2015. Is the Ministry able to assess what is the estimated share by AV, come 2030? With the implementation of AV and with possible larger presence by 2030, what are the number of workers who may be potentially displaced? What are the targeted and transition measures to help those at risk?"
58,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,I would like to declare my interest as the Advisor to the National Taxi Association and the National Private Hire Vehicle Association.
59,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Currently, we have approximately about 70,000 active drivers. To help them cope with potential disruption by AV, I have two suggestions."
60,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Firstly, for those who have yet to enter this industry but are contemplating to do so, can we provide them with information about the career option and potential risk involved? This serves to help them make an informed decision and what to expect before joining this sector, and not hastily change job to become a chauffeur-ride service driver."
61,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Secondly, can we help existing drivers, especially the older ones, equip them with digital skills and learn to be tech-savvy, to help them be more resourceful, and to do their job more efficiently?"
62,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I hope that the LTA will work quickly with the industry partners, stakeholders and the union to cater enough lead time to help taxi and private hire drivers, who are likely to be impacted, to acquire new vocational skills to transit into a new sector or a new role within the land transport industry."
63,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Melvin Yong Yik Chye,"Mr Melvin Yong Yik Chye: Mr Chairman, the transport landscape of today is one characterised by innovation and disruption. The recent years have seen the introduction of private-hire vehicles and bicycle-sharing, both of which have disrupted the sector considerably. In the not-too-distant future, Autonomous Vehicle (AV) technology is set to do the same. In the past two years, the LTA has initiated several AV trials with various companies. I would like to ask the Ministry to provide an update on the status of these trials."
64,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The Ministry had also earlier announced plans to introduce the pilot deployment of autonomous buses in 2022 at Punggol, Tengah and Jurong Innovation District. How ready are we to implement AVs by 2022? Do we have the required infrastructure and the trained workforce? Will we have the necessary legislative framework to deal with an accident involving an AV?"
65,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Singapore is not alone in the ""race"" to develop and deploy AVs. Has the Ministry done any studies on the development and use of AVs in other countries? What are the experiences and challenges faced by cities which have similarly embarked on AVs?"
66,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"With AVs, individuals who depend on driving as a livelihood will be affected. Bus captains and taxi drivers, including private hire vehicle drivers, will be displaced by driverless technology. Many of them do not have much working experience outside of driving. How can we ensure a proper and smooth transition for these drivers?"
67,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Lee Yi Shyan (East Coast),"Mr Lee Yi Shyan (East Coast): Mr Chairman, Mercer Consulting, which ranked Singapore as having the Highest Quality of Living 2017 has this to say about Singapore: ""Singapore’s highly efficient and super-fast public transport is world-famous. Residents use the mass rapid train (MRT) system. The MRT has 106 stations and is the second-oldest metro system in Southeast Asia""."
68,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,Train to a city is like an elevator to a skyscraper. It connects people and ideas. It joins discrete spaces and make them valuable. Good transport infrastructure drives economic competitiveness.
69,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"International recognition notwithstanding, we cannot rest on our laurels. Our plans for the future are firmly in place: Thomson-East Coast Line, Circle Line 6 and North East Line extension. In addition, we are starting to plan for two more new rail lines – the Cross Island Line (CRL) and the Jurong Region Line (JRL)."
70,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Besides rail infrastructure, we have also improved bus connectivity. Earlier on, the Government has invested S$1.1billion in 1,000 new buses under the Bus Service Enhancement Programme (BSEP). The Government is also building a $3.2 billion rail-and-bus depot at Tanah Merah to support three converging MRT lines: East-West, Downtown and Thomson-East Coast line."
71,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"At the national level, we have big plans for Changi T5 and the Mega Port in Tuas, which will cost tens of billions of dollars to complete."
72,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"With MOT investing heavily into these transport infrastructure, would the Ministry consider using investments to catalyse the industry development in transport technologies? Does the Ministry foresee our private and public sector building new industry capabilities in engineering, design and system integration along the way?"
73,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"How does the Ministry plan to co-develop the various technologies with the private sector in support of Smart Mobility 2030 vision? How would the Ministry encourage Singapore entities to capture the intellectual property created, so that we can monetise them and invest in our future?"
74,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,Does MOT see the need to champion R&D activities in intelligent transport technology? Would the Ministry consider organising more conferences to showcase future transport technologies and advanced prototypes in support of a smarter transport workforce and population?
75,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Zaqy Mohamad (Chua Chu Kang),"Mr Zaqy Mohamad (Chua Chu Kang): Chairman, recently, Changi Airport announced that it is expected to charge travellers and airlines more to fund the Changi East Project, which includes the new Terminal 5."
76,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"On 28 February, the MOT and the CAAS announced that the travellers flying out of Changi Airport will have to pay $13.30 more from 1 July due to an increase in passenger fees, and a new levy to fund the Changi East Project. A bulk of this $10.80 comes from the airport development levy."
77,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"While the International Air Transport Association (IATA) has expressed its disagreement with the move, other airports including Hong Kong, Dubai and Qatat have also done the same for expansion projects."
78,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"However, the Incheon Airport, expansion was done without having to raise charges. Therefore, this raises the question of whether it is possible to optimise out expenditure on the new airport, while still keeping to the required international standards and expectations of Changi."
79,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"If we do have to increase passenger fees, can we not do it in a differentiated way whereby long-haul passengers end up paying more than regional passengers? That way, we do not have to lose our competitiveness as a regional hub."
80,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The impending demise of the A380 fleet that has previously heralded the long-haul ""Hub-and-Spoke"" model of air travel is under threat. So, perhaps. Changi Airport should focus more on consolidating its position as a regional hub."
81,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The Changi East Project is expected to also require funding out of the Government Budget for several years. According to MOT and CAAS, the Government will cover the bulk of the project cost and has already contributed about $9 billion to it. Though the agencies have ruled out borrowing to financial burden of the project, so as to help balance the future burden on taxpayers."
82,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"With these updates, it will be useful for the Ministry to update us on the projected costs of the new Terminal 5 and how much more of these costs will come from Government coffers."
83,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"In addition, can the Ministry also update us on what alternative means of funding it plans to undertake? Will the Ministry consider raising funds or bonds in the private market? Why is the Government funding a major part of the expenditure, rather than leave it to Temasek Holdings to fund it from the private market?"
84,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"In conclusion, I would like to ask the Government to consider all options, sothat we do not lose our competitiveness, and also we do not overly burden our taxpayers with this expansion. Thank you, Mr Chairman. "
85,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Ang Wei Neng (Jurong),"Mr Ang Wei Neng (Jurong): Drones are popular for recreation and work purposes. The former provides an exciting opportunity for amateurs to take pictures from a bird's eye view while the latter provides new business opportunities. However, CAAS has imposed many rules and restrictions to make it quite impossible for drones to take off, thereby limiting many exciting opportunities. To this end, I am glad that MOT has designated one-north as the first drone estate."
86,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),," I have two suggestions for MOT to consider. Firstly, can the boundary of the ""drone estate"" be extended to include the National University of Singapore and Science Park one and two? This would encourage the use of drones for research and development in these tertiary and research institutions. Secondly, I hope that MOT could allow amateur drone enthusiasts to practice, play and experiment with their drones in the drone estate. This would help to promote interest in drones in a safe and controlled environment, and may be one day, we can produce the ""Bill Gates of drones""."
87,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Worldwide, people are coming up with new ways in which drones can be used. In the UK, drones inspect bridges for safety, saving thousands of pounds. UPS has started using drones for residential deliveries. BT has been experimenting with using drones to provide temporary internet coverage to battlefields, disaster zones and hard-to-reach areas. Even drone taxis which can carry passengers are in the works."
88,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Ang Hin Kee (Ang Mo Kio),"Mr Ang Hin Kee (Ang Mo Kio): Chairman, the advent of third-party ride booking apps has transformed our chauffeured ride services and the way many of us travel."
89,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"When I previously sought for LTA to regulate the third-party ride booking apps operators, the LTA has selected a light-touch approach."
90,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"As the popularity of private hire car services grow, they are fast becoming a major part of our public transport landscape. Recent alliances forged between the two key players, Grab and Uber, together with the taxi operators, have further established their market dominance."
91,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I feel that it is timely for the LTA to assess if there is a need to strengthen the regulatory control and safeguard the interests of consumers and the drivers. Once an operator establishes a dominant market position, commuters may potentially have to bear with higher costs when they are left with limited choices. Drivers, on the other hand, may be compelled to follow any terms and conditions set by the operators or risk losing their livelihood."
92,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Information such as safety and condition of their vehicles fleet should also be submitted to the LTA to enhance road worthiness and also to provide protection to personal data of commuters and drivers. Whilst commuters now have more choices, the ride service industry may not be able to sustain and will become an issue if costs suddenly rise suddenly and there are too many drivers chasing after a finite number of commuters."
93,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"It may be worth considering limiting the number of private hire and taxi vehicles on the roads, as well as the number of new full time drivers and new entrants. We must avoid an over-supply situation and a ""churn"" mentality among the operators if the numbers are not managed."
94,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"Currently, taxi fleet is subjected to an annual growth rate if they meet the Taxi Availability indicators. Perhaps we can adopt a similar approach for private hire vehicles. At the end of the day, we want to encourage fair competition, and I urge that the LTA review our regulatory approach so that drivers and commuters' interests may be safeguarded."
95,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),Mr Dennis Tan Lip Fong (Non-Constituency Member),"Mr Dennis Tan Lip Fong (Non-Constituency Member): Mr Chairman, I declare my interest as a shipping lawyer."
96,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"The Straits of Singapore is one of the busiest waterways in the world. 84,000 vessels passed through the Straits in 2016. Between 2007 and 2017, there has been an average of nine collisions, nine sinkings, 30 groundings and 71 contact incidents reported within our port limits and the Straits of Singapore per year. This translates to about one reported maritime casualty every three days. This figure does not include major incidents involving loss of lives, pollution or navigational safety."
97,COMMITTEE OF SUPPLY – HEAD W (MINISTRY OF TRANSPORT),,"I am concerned whether the regularity of such incidents will lead some industry players to regard Singapore as an unsafe port thereby affecting our port's reputation. Is the Government taking any measures to enhance safety and reduce the number of maritime casualties? To improve navigational safety for all vessels, I would like to propose three changes for the current Vessel Traffic Separation Scheme (TSS) in operation in the Singapore Strait."
